,speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,locationPrivate,exoticCategory,region,year
40302,pigdov1,Picui Ground Dove,Columbina picui,L4845492,Cerrillos de Tamaya--Embalse San Antonio,2022-01-18,3.0,-30.584681,-71.4056203,False,-1,Coquimbo,2022
40306,auspar1,Austral Parakeet,Enicognathus ferrugineus,L12016562,Chaitén--Pueblo,2022-08-31,3.0,-42.9182658,-72.7095984,False,-1,Los Lagos,2022
40313,gryfin2,Greater Yellow-Finch,Sicalis auriventris,L802007,Valle de las Termas del Plomo,2022-11-17,6.0,-33.6314865,-69.9248886,False,-1,Región Metropolitana de Santiago,2022
40315,austhr1,Austral Thrush,Turdus falcklandii,L9685827,Illapel--Parque Ambrosio O'Higgins,2022-05-07,1.0,-31.6309567,-71.1577433,False,-1,Coquimbo,2022
40336,whfibi,White-faced Ibis,Plegadis chihi,L791057,Estero El Culebrón--Desembocadura,2022-01-11,12.0,-29.9617015,-71.3218206,False,-1,Coquimbo,2022
40337,aplfal,Aplomado Falcon,Falco femoralis,L18308852,Lo Curro Norte Maipú Región Metropolitana CL (-33.489 -70.873),2022-03-30,1.0,-33.4887874,-70.8732049,True,-1,Región Metropolitana de Santiago,2022
40345,yebpin1,Yellow-billed Pintail,Anas georgica,L5054215,Villarrica--Humedal Urbano Mallolafken,2022-01-28,3.0,-39.278091,-72.2206329,False,-1,Araucanía,2022
40351,lotmea1,Long-tailed Meadowlark,Leistes loyca,L3016701,Llanquihue--Humedal Las Ranas,2022-03-31,1.0,-41.262477,-73.0065,False,-1,Los Lagos,2022
40362,austhr1,Austral Thrush,Turdus falcklandii,L21560222,4493 Los Exportadores Puente Alto Región Metropolitana CL (-33.559 -70.557),2022-01-13,2.0,-33.5592625,-70.5566175,True,-1,Región Metropolitana de Santiago,2022
40364,triher,Tricolored Heron,Egretta tricolor,L668852,Río Lluta--Desembocadura,2022-09-16,3.0,-18.4165392,-70.3224081,False,-1,Arica y Parinacota,2022
40376,auspar1,Austral Parakeet,Enicognathus ferrugineus,L8038820,Hostería Vilches,2022-01-12,5.0,-35.5831943,-71.1137065,False,-1,Maule,2022
40383,slbpar1,Slender-billed Parakeet,Enicognathus leptorhynchus,L807764,Las Quemas Altas,2022-10-30,46.0,-40.6284479,-73.117919,False,-1,Los Lagos,2022
40388,crgdov1,Croaking Ground Dove,Columbina cruziana,L11659008,Quebrada del Totoral--Quebrada Remolinos,2022-09-21,3.0,-27.8937275,-70.9112125,False,-1,Atacama,2022
40395,mosfin1,Mourning Sierra Finch,Rhopospina fruticeti,L20699673,Quebrada Mina Oriente,2022-08-27,2.0,-28.1226446,-71.1016699,True,-1,Atacama,2022
40397,thtray1,Thorn-tailed Rayadito,Aphrastura spinicauda,L17687740,Salto el León,2022-02-08,7.0,-39.4202371,-71.7617961,True,-1,Araucanía,2022
40404,houwre,House Wren,Troglodytes aedon,L13479961,Camino El Trebal--Pastizales inundables,2022-04-07,2.0,-33.5257606,-70.8310553,False,-1,Región Metropolitana de Santiago,2022
40405,dabcin1,Dark-bellied Cinclodes,Cinclodes patagonicus,L17670849,Camino Interior Fundo Mansun Vilcún Araucanía CL (-38.692 -72.324),2022-02-06,3.0,-38.6916155,-72.3241511,True,-1,Araucanía,2022
40411,houwre,House Wren,Troglodytes aedon,L17687116,laguna petrel,2022-02-08,2.0,-34.3832674,-71.9947377,True,-1,Libertador General Bernardo O'Higgins,2022
40417,hrshaw,Harris's Hawk,Parabuteo unicinctus,L9212935,Quintero--Potrero,2022-08-25,1.0,-32.8047357,-71.53865,False,-1,Valparaíso,2022
40420,turvul,Turkey Vulture,Cathartes aura,L19018237,Playa Sur Santo Domingo,2022-05-13,2.0,-33.6427338,-71.6353061,True,-1,Valparaíso,2022
40421,bkbsht1,Black-billed Shrike-Tyrant,Agriornis montanus,L17469629,Las Hualas,2022-01-29,1.0,-29.2404431,-71.4602762,True,-1,Coquimbo,2022
40424,dolgul2,Dolphin Gull,Leucophaeus scoresbii,L4011174,Muelle Shackleton,2022-05-19,10.0,-53.062634,-70.858139,False,-1,Magallanes,2022
40434,strwoo6,Striped Woodpecker,Dryobates lignarius,L2773246,Mi Jardín,2022-12-21,1.0,-31.6340747,-71.1660148,True,-1,Coquimbo,2022
40436,yebpin1,Yellow-billed Pintail,Anas georgica,L11120006,Los aromos-Hualañé,2022-09-21,5.0,-34.9738402,-71.8134439,True,-1,Maule,2022
40445,andcon1,Andean Condor,Vultur gryphus,L2964291,Parque San Carlos de Apoquindo,2022-10-10,2.0,-33.3993991,-70.493195,False,-1,Región Metropolitana de Santiago,2022
40452,patmoc1,Patagonian Mockingbird,Mimus patagonicus,L12016562,Chaitén--Pueblo,2022-03-28,1.0,-42.9182658,-72.7095984,False,-1,Los Lagos,2022
40453,greegr,Great Egret,Ardea alba,L9189821,Humedal Ojos de Mar--Laguna Llolleo norte,2022-11-23,8.0,-33.6044567,-71.6222363,False,-1,Valparaíso,2022
40468,turvul,Turkey Vulture,Cathartes aura,L14640953,El Panul,2022-10-02,2.0,-29.9946232,-71.3872266,False,-1,Coquimbo,2022
40483,gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L21909605,Algarrobo Valparaíso CL (-33.367 -71.69),2022-12-25,1.0,-33.3670662,-71.6902568,True,-1,Valparaíso,2022
40485,bknsti,Black-necked Stilt,Himantopus mexicanus,L606195,Estero Catapilco--Desembocadura (Laguna Zapallar),2022-01-02,25.0,-32.6327613,-71.426518,False,-1,Valparaíso,2022
40486,pibgre,Pied-billed Grebe,Podilymbus podiceps,L21499416,Hwy 7,2022-11-09,1.0,-45.982736,-71.9477271,True,-1,Aisén del General Carlos Ibáñez del Campo,2022
40493,refcoo1,Red-fronted Coot,Fulica rufifrons,L10650559,Collipulli,2022-08-25,1.0,-37.9535493,-72.4334857,True,-1,Araucanía,2022
40497,verfly,Vermilion Flycatcher,Pyrocephalus rubinus,L940378,Museo de Azapa,2022-07-17,3.0,-18.5157287,-70.1809323,False,-1,Arica y Parinacota,2022
40500,angpet1,Southern Giant-Petrel,Macronectes giganteus,L17420746,Indefinite Offshore Anchorage,2022-01-28,2.0,-53.1830926,-70.8921899,True,-1,Magallanes,2022
40504,moupar2,Mountain Parakeet,Psilopsiagon aurifrons,L607248,Putre,2022-04-07,15.0,-18.1952306,-69.56411,True,-1,Arica y Parinacota,2022
40506,redsho1,Red Shoveler,Spatula platalea,L10674205,Estero Rulo,2022-02-10,2.0,-41.7014081,-73.0948125,False,-1,Los Lagos,2022
40516,chifla1,Chilean Flamingo,Phoenicopterus chilensis,L18291683,sendero de cabalgata por las dunas Pichilemu CL-Bertador General Bernardo O'higgins (-34.3831-72.0031),2022-03-28,7.0,-34.383122,-72.003063,True,-1,Libertador General Bernardo O'Higgins,2022
40520,eleter1,Elegant Tern,Thalasseus elegans,L504553,SN Humedal Río Maipo--Desembocadura,2022-06-16,1.0,-33.6198013,-71.6275442,False,-1,Valparaíso,2022
40528,wepdov1,West Peruvian Dove,Zenaida meloda,L11934916,Tranque Nantoco,2022-02-02,1.0,-27.5775716,-70.2528487,False,-1,Atacama,2022
40530,categr,Cattle Egret,Bubulcus ibis,L16387089,Ruta 5 Freire,2022-01-14,3.0,-38.9458563,-72.6184303,True,-1,Araucanía,2022
40552,codfin1,Diuca Finch,Diuca diuca,L20172782,Casa Vicuña (-30035 -70718),2022-10-23,3.0,-30.0353417,-70.7179775,True,-1,Coquimbo,2022
40554,lesyel,Lesser Yellowlegs,Tringa flavipes,L19429239,Río Maipo--Ribera La Princesa,2022-06-21,2.0,-33.6505331,-71.5865479,False,-1,Valparaíso,2022
40562,auspar1,Austral Parakeet,Enicognathus ferrugineus,L12016562,Chaitén--Pueblo,2022-09-15,5.0,-42.9182658,-72.7095984,False,-1,Los Lagos,2022
40569,calqua,California Quail,Callipepla californica,L504548,Estero Mantagua,2022-04-27,1.0,-32.8844165,-71.5067482,False,0,Valparaíso,2022
40571,pasfin1,Patagonian Sierra Finch,Phrygilus patagonicus,L492288,Pullao,2022-07-16,2.0,-42.4734897,-73.6786079,False,-1,Los Lagos,2022
40572,ashgoo1,Ashy-headed Goose,Chloephaga poliocephala,L17741110,Rio Perez-Skyring,2022-02-12,10.0,-52.5581753,-71.9681859,True,-1,Magallanes,2022
40574,hrshaw,Harris's Hawk,Parabuteo unicinctus,L1643984,Cerro Los Piques,2022-12-06,1.0,-33.3864292,-70.5151528,False,-1,Región Metropolitana de Santiago,2022
40578,andgoo1,Andean Goose,Oressochen melanopterus,L1048926,PN Lauca--Chucuyo,2022-03-26,11.0,-18.2161033,-69.3014574,False,-1,Arica y Parinacota,2022
40596,bkfibi1,Black-faced Ibis,Theristicus melanopis,L1082556,Isla Teja,2022-07-24,2.0,-39.8099865,-73.2575119,False,-1,Los Ríos,2022
40609,andgul1,Andean Gull,Chroicocephalus serranus,L5054215,Villarrica--Humedal Urbano Mallolafken,2022-01-25,1.0,-39.278091,-72.2206329,False,-1,Araucanía,2022
40629,yebtea1,Yellow-billed Teal,Anas flavirostris,L3481561,Parque Bicentenario de Vitacura (no contar cisnes),2022-11-17,4.0,-33.3980197,-70.6022,False,-1,Región Metropolitana de Santiago,2022
40636,flystd1,Flying Steamer-Duck,Tachyeres patachonicus,L18844766,La Casita en Río Seco,2022-06-08,2.0,-53.058824,-70.857333,True,-1,Magallanes,2022
40641,houwre,House Wren,Troglodytes aedon,L21390737,3130038 Chépica CL-Bertador General Bernardo O'higgins -34.72874 -71.23469,2022-10-30,3.0,-34.728736,-71.234686,True,-1,Libertador General Bernardo O'Higgins,2022
40653,andduc1,Andean Duck,Oxyura ferruginea,L2349056,PN Lauca--Estación CONAF,2022-11-18,30.0,-18.2507578,-69.1767775,False,-1,Arica y Parinacota,2022
40668,yebtea1,Yellow-billed Teal,Anas flavirostris,L17412781,Ruta 5 Sur Loncoche CL-La Araucanía,2022-01-12,2.0,-39.430317,-72.733006,True,-1,Araucanía,2022
40669,chiswa1,Chilean Swallow,Tachycineta leucopyga,L9854827,Chaitén--Muelle de carga,2022-01-27,15.0,-42.9120898,-72.7176547,False,-1,Los Lagos,2022
40684,wanalb,Wandering Albatross,Diomedea exulans,L21832454,Auto selected -55.28022 -65.98036,2022-12-27,1.0,-55.280221,-65.980361,True,-1,Magallanes,2022
40704,flistd1,Flightless Steamer-Duck,Tachyeres pteneres,L12667549,Reñihué,2022-04-29,2.0,-42.5764393,-72.5102222,False,-1,Los Lagos,2022
40723,greyel,Greater Yellowlegs,Tringa melanoleuca,L12584992,humedal del Rìo Lluta,2022-07-05,3.0,-18.4164195,-70.3224188,True,-1,Arica y Parinacota,2022
40734,calqua,California Quail,Callipepla californica,L13597216,SN Humedal Río Maipo--Pajonal y lagunas estacionales,2022-06-29,2.0,-33.6255746,-71.6253229,False,0,Valparaíso,2022
40735,flystd1,Flying Steamer-Duck,Tachyeres patachonicus,L1775439,Barranco Amarillo,2022-07-26,2.0,-53.1018956,-70.8735537,True,-1,Magallanes,2022
40740,rngtyr1,Rufous-naped Ground-Tyrant,Muscisaxicola rufivertex,L7253627,Quebrada Blanca,2022-10-10,1.0,-21.0309676,-68.8432503,False,-1,Tarapacá,2022
40741,chicar1,Chimango Caracara,Daptrius chimango,L17524016,Sector Seis Lagunas (-45.705-72.187),2022-02-01,1.0,-45.7046934,-72.1867408,True,-1,Aisén del General Carlos Ibáñez del Campo,2022
40745,ausbla1,Austral Blackbird,Curaeus curaeus,L20686872,El Convento Valparaíso CL (-33.78 -71.601),2022-08-28,1.0,-33.7799584,-71.6007803,True,-1,Valparaíso,2022
40752,blkski,Black Skimmer,Rynchops niger,L774640,Aucar,2022-10-25,4.0,-42.164485,-73.4812617,False,-1,Los Lagos,2022
40764,ashgoo1,Ashy-headed Goose,Chloephaga poliocephala,L12003274,Puerto Guadal--Humedal,2022-10-03,2.0,-46.845654,-72.699967,False,-1,Aisén del General Carlos Ibáñez del Campo,2022
40774,lakduc1,Lake Duck,Oxyura vittata,L760601,Estero Mantagua--norte del estero,2022-03-11,2.0,-32.8748026,-71.508997,False,-1,Valparaíso,2022
40778,flystd1,Flying Steamer-Duck,Tachyeres patachonicus,L606243,Humedal Tres Puentes,2022-09-05,1.0,-53.1162328,-70.8813,False,-1,Magallanes,2022
40781,lotmea1,Long-tailed Meadowlark,Leistes loyca,L16444783,Ruta 5 Sur (Cruce Chahuilco) Río Negro,2022-10-27,1.0,-40.7357841,-73.1498262,True,-1,Los Lagos,2022
40784,musduc,Muscovy Duck,Cairina moschata,L17221951,General Urrutia 215 Pucón CL-La Araucanía -39.27592 -71.97735,2022-12-24,1.0,-39.27592,-71.977353,True,2,Araucanía,2022
40831,cocher1,Cocoi Heron,Ardea cocoi,L793367,SN Humedal Río Copiapó--Desembocadura,2022-04-25,1.0,-27.3177895,-70.9263611,False,-1,Atacama,2022
40835,categr,Cattle Egret,Bubulcus ibis,L807764,Las Quemas Altas,2022-08-26,100.0,-40.6284479,-73.117919,False,-1,Los Lagos,2022
40836,lotmea1,Long-tailed Meadowlark,Leistes loyca,L3319314,Río Bueno--Vegas de Trumao,2022-03-27,1.0,-40.3571404,-73.1838203,False,-1,Los Lagos,2022
40839,rinkin1,Ringed Kingfisher,Megaceryle torquata,L20550398,Pozo de Lastre (Tacamó) Osorno CL-Los Lagos,2022-08-19,1.0,-40.632025,-73.047853,True,-1,Los Lagos,2022
40854,blkrai,Black Rail,Laterallus jamaicensis,L504553,SN Humedal Río Maipo--Desembocadura,2022-07-28,1.0,-33.6198013,-71.6275442,False,-1,Valparaíso,2022
40856,gryfin1,Grassland Yellow-Finch,Sicalis luteola,L16457546,CASONA PATACON Molina,2022-02-21,1.0,-35.0770186,-71.2610099,True,-1,Maule,2022
40869,pugtyr1,Puna Ground-Tyrant,Muscisaxicola juninensis,L17558821,Río de Juana--Vega en Ruta B-159,2022-01-13,2.0,-22.5011556,-68.0650374,False,-1,Antofagasta,2022
40872,triher,Tricolored Heron,Egretta tricolor,L668852,Río Lluta--Desembocadura,2022-11-03,1.0,-18.4165392,-70.3224081,False,-1,Arica y Parinacota,2022
40873,pattyr2,Patagonian Tyrant,Colorhamphus parvirostris,L6531011,Aeródromo de Chaitén,2022-06-09,1.0,-42.7831811,-72.830987,False,-1,Los Lagos,2022
40879,perpel1,Peruvian Pelican,Pelecanus thagus,L5064522,Pucatrihue,2022-12-18,1.0,-40.5490275,-73.7177623,False,-1,Los Lagos,2022
40881,rudtur,Ruddy Turnstone,Arenaria interpres,L668852,Río Lluta--Desembocadura,2022-01-06,3.0,-18.4165392,-70.3224081,False,-1,Arica y Parinacota,2022
40890,strwoo6,Striped Woodpecker,Dryobates lignarius,L7347354,Bosque Pichidangui,2022-05-11,1.0,-32.1399798,-71.5187456,True,-1,Coquimbo,2022
40894,spvear1,Sparkling Violetear,Colibri coruscans,L1151436,Socoroma,2022-04-05,3.0,-18.2642703,-69.6022403,False,-1,Arica y Parinacota,2022
40896,gybsee1,Gray-breasted Seedsnipe,Thinocorus orbignyianus,L16838068,Lauca--Bofedal camino,2022-07-08,4.0,-18.1652494,-69.4483348,True,-1,Arica y Parinacota,2022
40898,wepdov1,West Peruvian Dove,Zenaida meloda,L516540,Río Huasco--Desembocadura,2022-10-17,2.0,-28.4481664,-71.2002039,False,-1,Atacama,2022
40899,dolgul2,Dolphin Gull,Leucophaeus scoresbii,L606243,Humedal Tres Puentes,2022-01-04,1.0,-53.1162328,-70.8813,False,-1,Magallanes,2022
40905,twbplo1,Two-banded Plover,Charadrius falklandicus,L10197655,Bahía Dirección,2022-01-25,1.0,-52.3965491,-69.5302562,False,-1,Magallanes,2022
40907,ausbla1,Austral Blackbird,Curaeus curaeus,L16647664,5034 Avenida Marcelo Fourcade Puerto Montt Los Lagos CL (-41.457 -72.907),2022-04-21,1.0,-41.4573867,-72.9074283,True,-1,Los Lagos,2022
40911,lakduc1,Lake Duck,Oxyura vittata,L504548,Estero Mantagua,2022-07-29,6.0,-32.8844165,-71.5067482,False,-1,Valparaíso,2022
40913,bcbeag1,Black-chested Buzzard-Eagle,Geranoaetus melanoleucus,L17356805,Río Natales--Desembocadura,2022-05-27,1.0,-51.7220404,-72.5085318,False,-1,Magallanes,2022
40918,greegr,Great Egret,Ardea alba,L3016701,Llanquihue--Humedal Las Ranas,2022-03-31,1.0,-41.262477,-73.0065,False,-1,Los Lagos,2022
40923,whtkit,White-tailed Kite,Elanus leucurus,L12034961,Puerto Varas--Humedal Doña Ema,2022-01-21,1.0,-41.3231013,-72.9480969,False,-1,Los Lagos,2022
40930,categr,Cattle Egret,Bubulcus ibis,L18420891,232 Pasaje Valenzuela Llanquihue Los Lagos CL (-41119 -73062),2022-04-08,55.0,-41.1192255,-73.0617299,True,-1,Los Lagos,2022
40933,shicow,Shiny Cowbird,Molothrus bonariensis,L18984590,Copec San Carlos,2022-05-11,2000.0,-36.4710938,-72.005565,True,-1,Ñuble,2022
40936,mallar3,Mallard,Anas platyrhynchos,L606195,Estero Catapilco--Desembocadura (Laguna Zapallar),2022-02-19,0.0,-32.6327613,-71.426518,False,2,Valparaíso,2022
40950,mcrtyr1,Many-colored Rush Tyrant,Tachuris rubrigastra,L18807112,Laguna Batuco Pasarelas,2022-05-21,15.0,-33.1986085,-70.8343813,True,-1,Región Metropolitana de Santiago,2022
40970,dabcin1,Dark-bellied Cinclodes,Cinclodes patagonicus,L9854827,Chaitén--Muelle de carga,2022-06-11,4.0,-42.9120898,-72.7176547,False,-1,Los Lagos,2022
40971,chimoc1,Chilean Mockingbird,Mimus thenca,L15975837,Cerro La Sepultura,2022-11-19,1.0,-34.5553374,-71.0862491,False,-1,Libertador General Bernardo O'Higgins,2022
40979,blkvul,Black Vulture,Coragyps atratus,L807764,Las Quemas Altas,2022-08-09,1.0,-40.6284479,-73.117919,False,-1,Los Lagos,2022
40986,patmoc1,Patagonian Mockingbird,Mimus patagonicus,L7552579,Cerro La Ballena,2022-08-18,2.0,-33.606152,-70.546368,False,-1,Región Metropolitana de Santiago,2022
40988,barswa,Barn Swallow,Hirundo rustica,L17482552,-22.500099 -68.957412 (Camino a la cascada),2022-01-19,1.0,-22.500099,-68.957412,True,-1,Antofagasta,2022
40989,torduc1,Torrent Duck,Merganetta armata,L20665222,Quebrada las tierras fofas,2022-07-31,1.0,-34.510927,-70.654088,True,-1,Libertador General Bernardo O'Higgins,2022
40990,speduc2,Spectacled Duck,Speculanas specularis,L5071253,Humedal San Gregorio,2022-10-20,2.0,-52.5492443,-70.0828037,False,-1,Magallanes,2022
41005,soasni3,Magellanic Snipe,Gallinago magellanica,L504553,SN Humedal Río Maipo--Desembocadura,2022-06-10,4.0,-33.6198013,-71.6275442,False,-1,Valparaíso,2022
41020,grhowl2,Lesser Horned Owl,Bubo magellanicus,L6057635,Camino a Farellones--Plazoleta Negra,2022-10-31,1.0,-33.3520484,-70.329296,False,-1,Región Metropolitana de Santiago,2022
41031,gyfcin1,Gray-flanked Cinclodes,Cinclodes oustaleti,L5114227,El Quisco--Quebrada las Petras,2022-08-10,5.0,-33.369826,-71.693201,False,-1,Valparaíso,2022
41042,amgplo,American Golden-Plover,Pluvialis dominica,L668852,Río Lluta--Desembocadura,2022-10-31,1.0,-18.4165392,-70.3224081,False,-1,Arica y Parinacota,2022
41043,comgal1,Common Gallinule,Gallinula galeata,L668852,Río Lluta--Desembocadura,2022-10-17,12.0,-18.4165392,-70.3224081,False,-1,Arica y Parinacota,2022
41048,torduc1,Torrent Duck,Merganetta armata,L17329284,Malalcahuello- Cañadón Vergara,2022-08-29,3.0,-38.4756295,-71.5939933,True,-1,Araucanía,2022
41057,turvul,Turkey Vulture,Cathartes aura,L833034,Embalse de la Luz,2022-07-21,3.0,-33.1396175,-71.5772581,False,-1,Valparaíso,2022
41060,whcela1,White-crested Elaenia,Elaenia albiceps,L807764,Las Quemas Altas,2022-12-31,5.0,-40.6284479,-73.117919,False,-1,Los Lagos,2022
41061,chiwig1,Chiloe Wigeon,Mareca sibilatrix,L15657575,Laguna Santa Delia,2022-05-03,43.0,-40.6409646,-73.0090505,False,-1,Los Lagos,2022
41071,shbmin1,Short-billed Miner,Geositta antarctica,L26598822,Pasado Cullen,2022-03-09,10.0,-52.9409263,-68.8272548,True,-1,Magallanes,2022
41073,puyfin1,Puna Yellow-Finch,Sicalis lutea,L20046132,Laderas sector Guallatire,2022-07-07,9.0,-18.6270575,-69.1478992,True,-1,Arica y Parinacota,2022
41077,colplo1,Collared Plover,Charadrius collaris,L516506,Estero Cartagena--Desembocadura (Humedal Urbano),2022-04-18,11.0,-33.530377,-71.6023207,False,-1,Valparaíso,2022
41079,permea1,Peruvian Meadowlark,Leistes bellicosus,L668852,Río Lluta--Desembocadura,2022-05-22,3.0,-18.4165392,-70.3224081,False,-1,Arica y Parinacota,2022
41088,rubmin1,Rufous-banded Miner,Geositta rufipennis,L16735913,Quebrada corrales,2022-10-15,3.0,-27.9892704,-71.1423178,True,-1,Atacama,2022
41091,cosswa1,Coscoroba Swan,Coscoroba coscoroba,L1033151,Laguna Los Palos,2022-11-09,2.0,-52.7358759,-71.0616302,False,-1,Magallanes,2022
41098,ausneg1,Austral Negrito,Lessonia rufa,L516506,Estero Cartagena--Desembocadura (Humedal Urbano),2022-04-19,2.0,-33.530377,-71.6023207,False,-1,Valparaíso,2022
41112,dabcin1,Dark-bellied Cinclodes,Cinclodes patagonicus,L11144683,Playa Carvallo,2022-04-25,1.0,-33.0190815,-71.642307,False,-1,Valparaíso,2022
41126,bcbeag1,Black-chested Buzzard-Eagle,Geranoaetus melanoleucus,L1030452,Camino a La Parva--Vegas y Pastizales,2022-01-07,2.0,-33.3442243,-70.299046,False,-1,Región Metropolitana de Santiago,2022
41129,burowl,Burrowing Owl,Athene cunicularia,L1639512,Punta Las Salinas,2022-10-01,1.0,-33.4942736,-71.6427469,False,-1,Valparaíso,2022
41132,dolgul2,Dolphin Gull,Leucophaeus scoresbii,L12563767,Estero Bitsch--Desembocadura,2022-07-04,45.0,-53.1083676,-70.8784359,False,-1,Magallanes,2022
41137,perpel1,Peruvian Pelican,Pelecanus thagus,L572033,Río Rapel--Desembocadura,2022-08-03,1.0,-33.9101723,-71.8347931,False,-1,Libertador General Bernardo O'Higgins,2022
41139,blkvul,Black Vulture,Coragyps atratus,L9854827,Chaitén--Muelle de carga,2022-10-28,2.0,-42.9120898,-72.7176547,False,-1,Los Lagos,2022
41145,sctear1,Scale-throated Earthcreeper,Upucerthia dumetaria,L981686,MN Laguna de los Cisnes--Laguna Verde,2022-01-01,1.0,-53.1879333,-70.3413391,False,-1,Magallanes,2022
41150,chicar1,Chimango Caracara,Daptrius chimango,L3968350,Isla Quehui,2022-03-20,1.0,-42.6141911,-73.4952307,False,-1,Los Lagos,2022
41154,rudtur,Ruddy Turnstone,Arenaria interpres,L668852,Río Lluta--Desembocadura,2022-06-23,16.0,-18.4165392,-70.3224081,False,-1,Arica y Parinacota,2022
41159,whcpin,White-cheeked Pintail,Anas bahamensis,L668852,Río Lluta--Desembocadura,2022-06-15,2.0,-18.4165392,-70.3224081,False,-1,Arica y Parinacota,2022
41170,kinpen1,King Penguin,Aptenodytes patagonicus,L1032990,Parque Pingüino Rey (Desembocadura Río Marazzi),2022-04-10,72.0,-53.4619671,-69.3105555,False,-1,Magallanes,2022
41179,rubsee2,Rufous-bellied Seedsnipe,Attagis gayi,L21021154,6210459 Torres del Paine CL-Magallanes y de la Antártica Chilena -50.78537 -72.46229,2022-09-26,6.0,-50.785365,-72.462289,True,-1,Magallanes,2022
41182,hrshaw,Harris's Hawk,Parabuteo unicinctus,L7658585,02555 Santa Rita Antofagasta Región de Antofagasta CL (-23.699 -70.413),2022-03-20,1.0,-23.6986304,-70.4133125,True,-1,Antofagasta,2022
41198,colplo1,Collared Plover,Charadrius collaris,L11120006,Los aromos-Hualañé,2022-12-19,2.0,-34.9738402,-71.8134439,True,-1,Maule,2022
41216,grhowl2,Lesser Horned Owl,Bubo magellanicus,L18816538,Coliumo--Playa Blanca,2022-04-30,1.0,-36.5539121,-72.9764901,False,-1,Bío-Bío,2022
41218,sooshe,Sooty Shearwater,Ardenna grisea,L3957246,Área Costera Protegida Punta Curiñanco,2022-10-30,200.0,-39.7156381,-73.4032202,False,-1,Los Ríos,2022
